"release","APP - GINI -ADS","APP - GINI - AIS","APP - SCF","APP - ADCS","RD1-ADS","RD1-GINI -ADS","RD1-AIS","RD1-GINI -AIS","RD2-ADS","RD2-GINI -ADS","RD2-AIS","RD2-GINI -AIS","RD3-ADS","RD3-GINI -ADS","RD3-AIS","RD3-GINI -AIS","RD4-ADS","RD4-GINI -ADS","RD4-AIS","RD4-GINI -AIS","RD5-ADS","RD5-GINI -ADS","RD5-AIS","RD5-GINI -AIS","RD6-ADS","RD6-GINI -ADS","RD6-AIS","RD6-GINI -AIS","GTW-ADS","GTW-GINI -ADS","GTW-AIS","GTW-GINI -AIS","REG-ADS","REG-GINI -ADS","REG-AIS","REG-GINI -AIS","MSB-ADS","MSB-GINI -ADS","MSB-AIS","MSB-GINI -AIS","TRC-ADS","TRC-GINI -ADS","TRC-AIS","TRC-GINI -AIS","MSV1-ADS","MSV1-GINI -ADS","MSV1-AIS","MSV1-GINI -AIS"
"10","0.3563636","0.5090909","0.22727272727272727","2.272727272727273","2.0","0","3.0","0.1268499","2.0","0","1.0","0","3.0","0","1.0","0","3.0","0","1.0","0","3.0","0","0.0","0","3.0","0","1.0","0","6.0","0","0.0","0","0.0","0","6.0","0.04470939","1.0","0","3.0","0","1.0","0","7.0","0","1.0","0","2.0","0"
"11","0.3563636","0.5090909","0.22727272727272727","2.272727272727273","2.0","0","3.0","0.1268116","2.0","0","1.0","0","3.0","0","1.0","0","3.0","0","1.0","0","3.0","0","0.0","0","3.0","0","1.0","0","6.0","0","0.0","0","0.0","0","6.0","0.04353234","1.0","0","3.0","0","1.0","0","7.0","0","1.0","0","2.0","0"
"12","0.3563636","0.5090909","0.22727272727272727","2.272727272727273","2.0","0","3.0","0.1255887","2.0","0","1.0","0","3.0","0","1.0","0","3.0","0","1.0","0","3.0","0","0.0","0","3.0","0","1.0","0","6.0","0","0.0","0","0.0","0","6.0","0.04214963","1.0","0","3.0","0","1.0","0","7.0","0","1.0","0","2.0","0"
"13","0.3563636","0.5090909","0.22727272727272727","2.272727272727273","2.0","0","3.0","0.1236264","2.0","0","1.0","0","3.0","0","1.0","0","3.0","0","1.0","0","3.0","0","0.0","0","3.0","0","1.0","0","6.0","0","0.0","0","0.0","0","6.0","0.04068716","1.0","0","3.0","0","1.0","0","7.0","0","1.0","0","2.0","0"
"14","0.3563636","0.5090909","0.22727272727272727","2.272727272727273","2.0","0","3.0","0.1212121","2.0","0","1.0","0","3.0","0","1.0","0","3.0","0","1.0","0","3.0","0","0.0","0","3.0","0","1.0","0","6.0","0","0.0","0","0.0","0","6.0","0.03921569","1.0","0","3.0","0","1.0","0","7.0","0","1.0","0","2.0","0"
"15","0.3563636","0.5090909","0.22727272727272727","2.272727272727273","2.0","0","3.0","0.1185345","2.0","0","1.0","0","3.0","0","1.0","0","3.0","0","1.0","0","3.0","0","0.0","0","3.0","0","1.0","0","6.0","0","0.0","0","0.0","0","6.0","0.03777473","1.0","0","3.0","0","1.0","0","7.0","0","1.0","0","2.0","0"
"16","0.3563636","0.5090909","0.22727272727272727","2.272727272727273","2.0","0","3.0","0.1157184","2.0","0","1.0","0","3.0","0","1.0","0","3.0","0","1.0","0","3.0","0","0.0","0","3.0","0","1.0","0","6.0","0","0.0","0","0.0","0","6.0","0.03638569","1.0","0","3.0","0","1.0","0","7.0","0","1.0","0","2.0","0"
"17","0.3563636","0.5090909","0.22727272727272727","2.272727272727273","2.0","0","3.0","0.1128472","2.0","0","1.0","0","3.0","0","1.0","0","3.0","0","1.0","0","3.0","0","0.0","0","3.0","0","1.0","0","6.0","0","0.0","0","0.0","0","6.0","0.03505933","1.0","0","3.0","0","1.0","0","7.0","0","1.0","0","2.0","0"
"18","0.3563636","0.5090909","0.22727272727272727","2.272727272727273","2.0","0","3.0","0.1099764","2.0","0","1.0","0","3.0","0","1.0","0","3.0","0","1.0","0","3.0","0","0.0","0","3.0","0","1.0","0","6.0","0","0.0","0","0.0","0","6.0","0.03380010","1.0","0","3.0","0","1.0","0","7.0","0","1.0","0","2.0","0"
"19","0.3563636","0.5090909","0.22727272727272727","2.272727272727273","2.0","0","3.0","0.1071429","2.0","0","1.0","0","3.0","0","1.0","0","3.0","0","1.0","0","3.0","0","0.0","0","3.0","0","1.0","0","6.0","0","0.0","0","0.0","0","6.0","0.03260870","1.0","0","3.0","0","1.0","0","7.0","0","1.0","0","2.0","0"
"20","0.3563636","0.5090909","0.22727272727272727","2.272727272727273","2.0","0","3.0","0.1043705","2.0","0","1.0","0","3.0","0","1.0","0","3.0","0","1.0","0","3.0","0","0.0","0","3.0","0","1.0","0","6.0","0","0.0","0","0.0","0","6.0","0.03148367","1.0","0","3.0","0","1.0","0","7.0","0","1.0","0","2.0","0"
