"APPLICATION","TIPO","TAMANHO","VERTICES INÍCIO","RELEASE 0","EVOLUÇÃO","GINI-ADS-V0","GINI-ADS-V1","GINI-ADS-V2","GINI-ADS-V3","GINI-ADS-V4","GINI-ADS-V5","GINI-ADS-V6","GINI-ADS-V7","GINI-ADS-V8","GINI-ADS-V9","GINI-ADS-V10","GINI-ADS-V11","GINI-ADS-V12","GINI-ADS-V13","GINI-ADS-V14","GINI-ADS-V15","GINI-ADS-V16","GINI-ADS-V17","GINI-ADS-V18","GINI-ADS-V19","GINI-ADS-V20","GINI-AIS-V0","GINI-AIS-V1","GINI-AIS-V2","GINI-AIS-V3","GINI-AIS-V4","GINI-AIS-V5","GINI-AIS-V6","GINI-AIS-V7","GINI-AIS-V8","GINI-AIS-V9","GINI-AIS-V10","GINI-AIS-V11","GINI-AIS-V12","GINI-AIS-V13","GINI-AIS-V14","GINI-AIS-V15","GINI-AIS-V16","GINI-AIS-V17","GINI-AIS-V18","GINI-AIS-V19","GINI-AIS-V20","SCF-V0","SCF-V1","SCF-V2","SCF-V3","SCF-V4","SCF-V5","SCF-V6","SCF-V7","SCF-V8","SCF-V9","SCF-V10","SCF-V11","SCF-V12","SCF-V13","SCF-V14","SCF-V15","SCF-V16","SCF-V17","SCF-V18","SCF-V19","SCF-V20","ADCS-V0","ADCS-V1","ADCS-V2","ADCS-V3","ADCS-V4","ADCS-V5","ADCS-V6","ADCS-V7","ADCS-V8","ADCS-V9","ADCS-V10","ADCS-V11","ADCS-V12","ADCS-V13","ADCS-V14","ADCS-V15","ADCS-V16","ADCS-V17","ADCS-V18","ADCS-V19","ADCS-V20"
"application-0180","RANDOM_GRAPH","SMALL","8","MEGASERVICE PROBLEM","IMPROVE","0.3320158","0.3320158","0.3320158","0.3320158","0.3166667","0.3166667","0.3166667","0.3254438","0.3254438","0.3254438","0.3254438","0.3254438","0.3112245","0.3112245","0.3112245","0.3182796","0.3390152","0.3390152","0.3390152","0.3390152","0.3508772","0.5928854","0.5928854","0.5928854","0.5928854","0.5966667","0.5966667","0.5966667","0.5976331","0.5976331","0.5976331","0.5976331","0.5976331","0.6071429","0.6071429","0.6071429","0.6021505","0.6003788","0.6003788","0.6003788","0.6003788","0.5935673","0.20909090909090908","0.20909090909090908","0.20909090909090908","0.20909090909090908","0.1893939393939394","0.1893939393939394","0.1893939393939394","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.15384615384615385","0.15384615384615385","0.15384615384615385","0.14761904761904762","0.1375","0.1375","0.1375","0.1375","0.12418300653594772","2.090909090909091","2.090909090909091","2.090909090909091","2.090909090909091","2.0833333333333335","2.0833333333333335","2.0833333333333335","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.066666666666667","2.0625","2.0625","2.0625","2.0625","2.111111111111111"
"application-0181","RANDOM_GRAPH","SMALL","7","MEGASERVICE PROBLEM","IMPROVE","0.2222222","0.2222222","0.2222222","0.2222222","0.2222222","0.2222222","0.2222222","0.2222222","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.2683983","0.2683983","0.2683983","0.2683983","0.2803030","0.5029240","0.5029240","0.5029240","0.5029240","0.5029240","0.5029240","0.5029240","0.5029240","0.48","0.48","0.48","0.48","0.48","0.48","0.48","0.48","0.4848485","0.4848485","0.4848485","0.4848485","0.4848485","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.19090909090909092","0.19090909090909092","0.19090909090909092","0.19090909090909092","0.16666666666666666","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.9090909090909092","1.9090909090909092","1.9090909090909092","1.9090909090909092","1.8333333333333333"
"application-0182","RANDOM_GRAPH","SMALL","7","MEGASERVICE PROBLEM","IMPROVE","0.2981818","0.2981818","0.2981818","0.2981818","0.2981818","0.2981818","0.2981818","0.3141026","0.3141026","0.3141026","0.3247863","0.3247863","0.3247863","0.3247863","0.3247863","0.3247863","0.3247863","0.3316327","0.3382353","0.3382353","0.3084261","0.6036364","0.6036364","0.6036364","0.6036364","0.6036364","0.6036364","0.6036364","0.5833333","0.5833333","0.5833333","0.5811966","0.5811966","0.5811966","0.5811966","0.5811966","0.5811966","0.5811966","0.5816327","0.5808824","0.5808824","0.5882353","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.19696969696969696","0.19696969696969696","0.19696969696969696","0.17307692307692307","0.17307692307692307","0.17307692307692307","0.17307692307692307","0.17307692307692307","0.17307692307692307","0.17307692307692307","0.15384615384615385","0.14166666666666666","0.14166666666666666","0.13602941176470587","2.272727272727273","2.272727272727273","2.272727272727273","2.272727272727273","2.272727272727273","2.272727272727273","2.272727272727273","2.1666666666666665","2.1666666666666665","2.1666666666666665","2.076923076923077","2.076923076923077","2.076923076923077","2.076923076923077","2.076923076923077","2.076923076923077","2.076923076923077","2.0","2.125","2.125","2.176470588235294"
"application-0183","RANDOM_GRAPH","SMALL","5","MEGASERVICE PROBLEM","IMPROVE","0.2606061","0.2606061","0.2606061","0.2606061","0.2606061","0.2606061","0.2606061","0.2606061","0.2606061","0.2606061","0.2606061","0.2606061","0.2606061","0.2449495","0.2449495","0.2461538","0.2461538","0.2461538","0.2461538","0.2461538","0.2330827","0.4484848","0.4484848","0.4484848","0.4484848","0.4484848","0.4484848","0.4484848","0.4484848","0.4484848","0.4484848","0.4484848","0.4484848","0.4484848","0.4671717","0.4671717","0.4967033","0.4967033","0.4967033","0.4967033","0.4967033","0.5263158","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.2727272727272727","0.25","0.25","0.22435897435897437","0.22435897435897437","0.22435897435897437","0.22435897435897437","0.22435897435897437","0.2087912087912088","2.727272727272727","2.727272727272727","2.727272727272727","2.727272727272727","2.727272727272727","2.727272727272727","2.727272727272727","2.727272727272727","2.727272727272727","2.727272727272727","2.727272727272727","2.727272727272727","2.727272727272727","2.75","2.75","2.6923076923076925","2.6923076923076925","2.6923076923076925","2.6923076923076925","2.6923076923076925","2.7142857142857144"
"application-0184","RANDOM_GRAPH","SMALL","5","MEGASERVICE PROBLEM","IMPROVE","0.3214286","0.3214286","0.3214286","0.3214286","0.3214286","0.3214286","0.3214286","0.3214286","0.3214286","0.3214286","0.3214286","0.3214286","0.3259259","0.3259259","0.3259259","0.3259259","0.3259259","0.3259259","0.3259259","0.3259259","0.325","0.3928571","0.3928571","0.3928571","0.3928571","0.3928571","0.3928571","0.3928571","0.3928571","0.3928571","0.3928571","0.3928571","0.3928571","0.3703704","0.3703704","0.3703704","0.3703704","0.3703704","0.3703704","0.3703704","0.3703704","0.4","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.25","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.17777777777777778","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.6666666666666667","1.6666666666666667","1.6666666666666667","1.6666666666666667","1.6666666666666667","1.6666666666666667","1.6666666666666667","1.6666666666666667","1.6"
"application-0185","RANDOM_GRAPH","SMALL","8","MEGASERVICE PROBLEM","IMPROVE","0.2478632","0.2478632","0.2478632","0.2478632","0.2722008","0.2722008","0.2722008","0.2722008","0.2722008","0.2722008","0.2700855","0.2700855","0.2875","0.2954856","0.2954856","0.2954856","0.3172840","0.3172840","0.3172840","0.3172840","0.3230769","0.5641026","0.5641026","0.5641026","0.5641026","0.5347490","0.5347490","0.5347490","0.5347490","0.5347490","0.5347490","0.5504274","0.5504274","0.54375","0.5143639","0.5143639","0.5143639","0.5172840","0.5172840","0.5172840","0.5172840","0.5269231","0.23076923076923078","0.23076923076923078","0.23076923076923078","0.23076923076923078","0.2032967032967033","0.2032967032967033","0.2032967032967033","0.2032967032967033","0.2032967032967033","0.2032967032967033","0.18571428571428572","0.18571428571428572","0.16666666666666666","0.15808823529411764","0.15808823529411764","0.15808823529411764","0.14705882352941177","0.14705882352941177","0.14705882352941177","0.14705882352941177","0.1368421052631579","2.769230769230769","2.769230769230769","2.769230769230769","2.769230769230769","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.6","2.6","2.5","2.5294117647058822","2.5294117647058822","2.5294117647058822","2.5","2.5","2.5","2.5","2.6"
"application-0186","RANDOM_GRAPH","SMALL","6","MEGASERVICE PROBLEM","IMPROVE","0.3083004","0.3083004","0.3083004","0.3083004","0.3083004","0.3083004","0.3194444","0.3261538","0.3261538","0.3261538","0.3296703","0.3296703","0.3296703","0.3142857","0.3142857","0.3142857","0.3142857","0.3142857","0.3142857","0.3165323","0.3158730","0.4743083","0.4743083","0.4743083","0.4743083","0.4743083","0.4743083","0.4236111","0.4246154","0.4246154","0.4246154","0.4285714","0.4285714","0.4285714","0.4380952","0.4380952","0.4380952","0.4380952","0.4380952","0.4380952","0.4415323","0.4555556","0.20909090909090908","0.20909090909090908","0.20909090909090908","0.20909090909090908","0.20909090909090908","0.20909090909090908","0.18181818181818182","0.16025641025641027","0.16025641025641027","0.16025641025641027","0.14285714285714285","0.14285714285714285","0.14285714285714285","0.13333333333333333","0.13333333333333333","0.13333333333333333","0.13333333333333333","0.13333333333333333","0.13333333333333333","0.12916666666666668","0.11437908496732026","2.090909090909091","2.090909090909091","2.090909090909091","2.090909090909091","2.090909090909091","2.090909090909091","2.0","1.9230769230769231","1.9230769230769231","1.9230769230769231","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8666666666666667","1.8666666666666667","1.8666666666666667","1.8666666666666667","1.8666666666666667","1.8666666666666667","1.9375","1.9444444444444444"
"application-0187","RANDOM_GRAPH","SMALL","7","MEGASERVICE PROBLEM","IMPROVE","0.2839506","0.2839506","0.2839506","0.2839506","0.2839506","0.2839506","0.27","0.27","0.27","0.2857143","0.2857143","0.2857143","0.2857143","0.2857143","0.2857143","0.2717391","0.2717391","0.2584615","0.2584615","0.2584615","0.2460317","0.5925926","0.5925926","0.5925926","0.5925926","0.5925926","0.5925926","0.6","0.6","0.6","0.6147186","0.6147186","0.6147186","0.6147186","0.6147186","0.6147186","0.6195652","0.6195652","0.6584615","0.6584615","0.6584615","0.6534392","0.25","0.25","0.25","0.25","0.25","0.25","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.19090909090909092","0.19090909090909092","0.19090909090909092","0.19090909090909092","0.19090909090909092","0.19090909090909092","0.17424242424242425","0.17424242424242425","0.16025641025641027","0.16025641025641027","0.16025641025641027","0.14835164835164835","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.9090909090909092","1.9090909090909092","1.9090909090909092","1.9090909090909092","1.9090909090909092","1.9090909090909092","1.9166666666666667","1.9166666666666667","1.9230769230769231","1.9230769230769231","1.9230769230769231","1.9285714285714286"
"application-0188","RANDOM_GRAPH","SMALL","6","MEGASERVICE PROBLEM","IMPROVE","0.2467532","0.2467532","0.2467532","0.2467532","0.2467532","0.2444444","0.2444444","0.2444444","0.2444444","0.2444444","0.2679901","0.2679901","0.2679901","0.2857143","0.2857143","0.2857143","0.2857143","0.2857143","0.2857143","0.2857143","0.2989865","0.5324675","0.5324675","0.5324675","0.5324675","0.5324675","0.5277778","0.5277778","0.5277778","0.5277778","0.5277778","0.5409429","0.5409429","0.5409429","0.5446429","0.5446429","0.5446429","0.5446429","0.5446429","0.5446429","0.5446429","0.5489865","0.2545454545454545","0.2545454545454545","0.2545454545454545","0.2545454545454545","0.2545454545454545","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.1987179487179487","0.1987179487179487","0.1987179487179487","0.17582417582417584","0.17582417582417584","0.17582417582417584","0.17582417582417584","0.17582417582417584","0.17582417582417584","0.17582417582417584","0.15416666666666667","2.5454545454545454","2.5454545454545454","2.5454545454545454","2.5454545454545454","2.5454545454545454","2.5","2.5","2.5","2.5","2.5","2.3846153846153846","2.3846153846153846","2.3846153846153846","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.3125"
"application-0189","RANDOM_GRAPH","SMALL","7","MEGASERVICE PROBLEM","IMPROVE","0.2763636","0.2763636","0.2763636","0.2763636","0.2763636","0.2623457","0.2623457","0.2623457","0.2493369","0.2493369","0.2493369","0.2493369","0.2666667","0.2666667","0.2666667","0.2707071","0.2707071","0.2707071","0.2707071","0.2875","0.3116057","0.5090909","0.5090909","0.5090909","0.5090909","0.5090909","0.4722222","0.4722222","0.4722222","0.4933687","0.4933687","0.4933687","0.4933687","0.5","0.5","0.5","0.5171717","0.5171717","0.5171717","0.5171717","0.5232143","0.5278219","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.20454545454545456","0.20454545454545456","0.20454545454545456","0.1858974358974359","0.1858974358974359","0.1858974358974359","0.1858974358974359","0.16483516483516483","0.16483516483516483","0.16483516483516483","0.15714285714285714","0.15714285714285714","0.15714285714285714","0.15714285714285714","0.14583333333333334","0.13602941176470587","2.272727272727273","2.272727272727273","2.272727272727273","2.272727272727273","2.272727272727273","2.25","2.25","2.25","2.230769230769231","2.230769230769231","2.230769230769231","2.230769230769231","2.142857142857143","2.142857142857143","2.142857142857143","2.2","2.2","2.2","2.2","2.1875","2.176470588235294"
"application-0190","RANDOM_GRAPH","SMALL","6","MEGASERVICE PROBLEM","IMPROVE","0.2807018","0.2807018","0.2807018","0.2807018","0.2807018","0.2807018","0.2619048","0.2619048","0.2619048","0.2619048","0.2619048","0.2619048","0.2619048","0.2619048","0.2619048","0.2450593","0.2450593","0.2450593","0.2769231","0.2769231","0.2619048","0.5847953","0.5847953","0.5847953","0.5847953","0.5847953","0.5847953","0.5666667","0.5666667","0.5666667","0.5666667","0.5666667","0.5666667","0.5666667","0.5666667","0.5666667","0.5928854","0.5928854","0.5928854","0.6030769","0.6030769","0.6058201","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.20909090909090908","0.20909090909090908","0.20909090909090908","0.16025641025641027","0.16025641025641027","0.14835164835164835","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.090909090909091","2.090909090909091","2.090909090909091","1.9230769230769231","1.9230769230769231","1.9285714285714286"
"application-0191","RANDOM_GRAPH","SMALL","9","MEGASERVICE PROBLEM","IMPROVE","0.3827751","0.3827751","0.3827751","0.3827751","0.3827751","0.375","0.375","0.375","0.375","0.3566434","0.3566434","0.3566434","0.3566434","0.3392857","0.3392857","0.3392857","0.3392857","0.3230769","0.3230769","0.3230769","0.3080357","0.5454545","0.5454545","0.5454545","0.5454545","0.5454545","0.5416667","0.5416667","0.5416667","0.5416667","0.5804196","0.5804196","0.5804196","0.5804196","0.6071429","0.6071429","0.6071429","0.6071429","0.6102564","0.6102564","0.6102564","0.6116071","0.17272727272727273","0.17272727272727273","0.17272727272727273","0.17272727272727273","0.17272727272727273","0.15151515151515152","0.15151515151515152","0.15151515151515152","0.15151515151515152","0.14102564102564102","0.14102564102564102","0.14102564102564102","0.14102564102564102","0.13186813186813187","0.13186813186813187","0.13186813186813187","0.13186813186813187","0.12380952380952381","0.12380952380952381","0.12380952380952381","0.11666666666666667","1.7272727272727273","1.7272727272727273","1.7272727272727273","1.7272727272727273","1.7272727272727273","1.6666666666666667","1.6666666666666667","1.6666666666666667","1.6666666666666667","1.6923076923076923","1.6923076923076923","1.6923076923076923","1.6923076923076923","1.7142857142857142","1.7142857142857142","1.7142857142857142","1.7142857142857142","1.7333333333333334","1.7333333333333334","1.7333333333333334","1.75"
"application-0192","RANDOM_GRAPH","SMALL","8","MEGASERVICE PROBLEM","IMPROVE","0.2590090","0.2590090","0.2590090","0.2590090","0.2642998","0.2642998","0.2857143","0.2857143","0.2857143","0.2857143","0.2857143","0.3024390","0.3024390","0.3069444","0.2965686","0.2965686","0.2965686","0.2987421","0.2987421","0.2987421","0.32","0.5698198","0.5698198","0.5698198","0.5698198","0.5719921","0.5719921","0.575","0.575","0.575","0.575","0.575","0.5821138","0.5821138","0.5902778","0.5980392","0.5980392","0.5980392","0.6006289","0.6006289","0.6006289","0.6116667","0.2803030303030303","0.2803030303030303","0.2803030303030303","0.2803030303030303","0.25","0.25","0.21978021978021978","0.21978021978021978","0.21978021978021978","0.21978021978021978","0.21978021978021978","0.19523809523809524","0.19523809523809524","0.1875","0.17647058823529413","0.17647058823529413","0.17647058823529413","0.17320261437908496","0.17320261437908496","0.17320261437908496","0.15789473684210525","3.0833333333333335","3.0833333333333335","3.0833333333333335","3.0833333333333335","3.0","3.0","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","2.857142857142857","2.7333333333333334","2.7333333333333334","2.8125","2.823529411764706","2.823529411764706","2.823529411764706","2.9444444444444446","2.9444444444444446","2.9444444444444446","3.0"
"application-0193","RANDOM_GRAPH","SMALL","6","MEGASERVICE PROBLEM","IMPROVE","0.2904040","0.2904040","0.2904040","0.2904040","0.2904040","0.2857143","0.2857143","0.2857143","0.2857143","0.2744361","0.2744361","0.2744361","0.2744361","0.2744361","0.2744361","0.2744361","0.2634146","0.2634146","0.2528409","0.2528409","0.2736573","0.5227273","0.5227273","0.5227273","0.5227273","0.5227273","0.5362637","0.5362637","0.5362637","0.5362637","0.5601504","0.5601504","0.5601504","0.5601504","0.5601504","0.5601504","0.5601504","0.5821138","0.5821138","0.5795455","0.5795455","0.5805627","0.25","0.25","0.25","0.25","0.25","0.22435897435897437","0.22435897435897437","0.22435897435897437","0.22435897435897437","0.2087912087912088","0.2087912087912088","0.2087912087912088","0.2087912087912088","0.2087912087912088","0.2087912087912088","0.2087912087912088","0.19523809523809524","0.19523809523809524","0.18333333333333332","0.18333333333333332","0.16911764705882354","2.75","2.75","2.75","2.75","2.75","2.6923076923076925","2.6923076923076925","2.6923076923076925","2.6923076923076925","2.7142857142857144","2.7142857142857144","2.7142857142857144","2.7142857142857144","2.7142857142857144","2.7142857142857144","2.7142857142857144","2.7333333333333334","2.7333333333333334","2.75","2.75","2.7058823529411766"
"application-0194","RANDOM_GRAPH","SMALL","7","MEGASERVICE PROBLEM","IMPROVE","0.3521739","0.3521739","0.3521739","0.3521739","0.3521739","0.3521739","0.3521739","0.3521739","0.3345455","0.3345455","0.3345455","0.3345455","0.3345455","0.3345455","0.3345455","0.3345455","0.3345455","0.3461538","0.3461538","0.3461538","0.3296703","0.5173913","0.5173913","0.5173913","0.5173913","0.5173913","0.5173913","0.5173913","0.5173913","0.4509091","0.4509091","0.4509091","0.4509091","0.4509091","0.4509091","0.4509091","0.4509091","0.4509091","0.4551282","0.4551282","0.4551282","0.4835165","0.25555555555555554","0.25555555555555554","0.25555555555555554","0.25555555555555554","0.25555555555555554","0.25555555555555554","0.25555555555555554","0.25555555555555554","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.22727272727272727","0.19696969696969696","0.19696969696969696","0.19696969696969696","0.1794871794871795","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.272727272727273","2.272727272727273","2.272727272727273","2.272727272727273","2.272727272727273","2.272727272727273","2.272727272727273","2.272727272727273","2.272727272727273","2.1666666666666665","2.1666666666666665","2.1666666666666665","2.1538461538461537"
"application-0195","RANDOM_GRAPH","SMALL","5","MEGASERVICE PROBLEM","IMPROVE","0.2645503","0.2645503","0.2645503","0.2645503","0.2645503","0.2645503","0.2645503","0.2645503","0.2645503","0.2645503","0.2909091","0.2909091","0.2909091","0.2909091","0.2909091","0.2803030","0.2803030","0.2803030","0.2803030","0.2803030","0.2692308","0.5291005","0.5291005","0.5291005","0.5291005","0.5291005","0.5291005","0.5291005","0.5291005","0.5291005","0.5291005","0.5363636","0.5363636","0.5363636","0.5363636","0.5363636","0.5530303","0.5530303","0.5530303","0.5530303","0.5530303","0.5705128","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.24444444444444444","0.24444444444444444","0.24444444444444444","0.24444444444444444","0.24444444444444444","0.21818181818181817","0.21818181818181817","0.21818181818181817","0.21818181818181817","0.21818181818181817","0.19696969696969696","2.3333333333333335","2.3333333333333335","2.3333333333333335","2.3333333333333335","2.3333333333333335","2.3333333333333335","2.3333333333333335","2.3333333333333335","2.3333333333333335","2.3333333333333335","2.2","2.2","2.2","2.2","2.2","2.1818181818181817","2.1818181818181817","2.1818181818181817","2.1818181818181817","2.1818181818181817","2.1666666666666665"
"application-0196","RANDOM_GRAPH","SMALL","5","MEGASERVICE PROBLEM","IMPROVE","0.3333333","0.3333333","0.3333333","0.3333333","0.3333333","0.3333333","0.3333333","0.3333333","0.3508772","0.3508772","0.3508772","0.3508772","0.3508772","0.3508772","0.3508772","0.3285714","0.3285714","0.3285714","0.3285714","0.3285714","0.3083004","0.5416667","0.5416667","0.5416667","0.5416667","0.5416667","0.5416667","0.5416667","0.5416667","0.5614035","0.5614035","0.5614035","0.5614035","0.5614035","0.5614035","0.5614035","0.5761905","0.5761905","0.5761905","0.5761905","0.5761905","0.6324111","0.32142857142857145","0.32142857142857145","0.32142857142857145","0.32142857142857145","0.32142857142857145","0.32142857142857145","0.32142857142857145","0.32142857142857145","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.23333333333333334","0.20909090909090908","2.25","2.25","2.25","2.25","2.25","2.25","2.25","2.25","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.1","2.1","2.1","2.1","2.1","2.090909090909091"
"application-0197","RANDOM_GRAPH","SMALL","5","MEGASERVICE PROBLEM","IMPROVE","0.2788462","0.2788462","0.2788462","0.2788462","0.2788462","0.2857143","0.2857143","0.2857143","0.2866667","0.2866667","0.2866667","0.2866667","0.2866667","0.2866667","0.2866667","0.2938596","0.2938596","0.2938596","0.2938596","0.2938596","0.2950311","0.3942308","0.3942308","0.3942308","0.3942308","0.3942308","0.3809524","0.3809524","0.3809524","0.38","0.38","0.38","0.38","0.38","0.38","0.38","0.4078947","0.4078947","0.4078947","0.4078947","0.4078947","0.4254658","0.23214285714285715","0.23214285714285715","0.23214285714285715","0.23214285714285715","0.23214285714285715","0.19444444444444445","0.19444444444444445","0.19444444444444445","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.14393939393939395","0.14393939393939395","0.14393939393939395","0.14393939393939395","0.14393939393939395","0.12637362637362637","1.625","1.625","1.625","1.625","1.625","1.5555555555555556","1.5555555555555556","1.5555555555555556","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5833333333333333","1.5833333333333333","1.5833333333333333","1.5833333333333333","1.5833333333333333","1.6428571428571428"
"application-0198","RANDOM_GRAPH","SMALL","5","MEGASERVICE PROBLEM","IMPROVE","0.3391813","0.3391813","0.3391813","0.3391813","0.3391813","0.3391813","0.3391813","0.3391813","0.3391813","0.3391813","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.3549784","0.3549784","0.3369565","0.5263158","0.5263158","0.5263158","0.5263158","0.5263158","0.5263158","0.5263158","0.5263158","0.5263158","0.5263158","0.52","0.52","0.52","0.52","0.52","0.52","0.52","0.52","0.5281385","0.5281385","0.5471014","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2638888888888889","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.2222222222222222","0.19090909090909092","0.19090909090909092","0.17424242424242425","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.111111111111111","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.9090909090909092","1.9090909090909092","1.9166666666666667"
"application-0199","RANDOM_GRAPH","SMALL","5","MEGASERVICE PROBLEM","IMPROVE","0.3076923","0.3076923","0.3076923","0.3076923","0.3076923","0.3076923","0.3076923","0.3076923","0.3076923","0.3076923","0.3076923","0.3076923","0.3214286","0.3214286","0.3214286","0.3259259","0.3259259","0.3259259","0.3259259","0.3259259","0.325","0.6373626","0.6373626","0.6373626","0.6373626","0.6373626","0.6373626","0.6373626","0.6373626","0.6373626","0.6373626","0.6373626","0.6373626","0.625","0.625","0.625","0.6222222","0.6222222","0.6222222","0.6222222","0.6222222","0.625","0.30952380952380953","0.30952380952380953","0.30952380952380953","0.30952380952380953","0.30952380952380953","0.30952380952380953","0.30952380952380953","0.30952380952380953","0.30952380952380953","0.30952380952380953","0.30952380952380953","0.30952380952380953","0.25","0.25","0.25","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.20833333333333334","0.17777777777777778","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.8571428571428572","1.75","1.75","1.75","1.6666666666666667","1.6666666666666667","1.6666666666666667","1.6666666666666667","1.6666666666666667","1.6"
"application-0200","RANDOM_GRAPH","SMALL","8","MEGASERVICE PROBLEM","IMPROVE","0.2682446","0.2682446","0.2682446","0.2682446","0.2700348","0.2700348","0.2700348","0.2697674","0.2697674","0.2697674","0.2608696","0.2608696","0.2608696","0.2608696","0.2608696","0.2713085","0.2713085","0.2799564","0.2799564","0.2865497","0.2780702","0.5838264","0.5838264","0.5838264","0.5838264","0.5801394","0.5801394","0.5801394","0.5953488","0.5953488","0.5953488","0.6059783","0.6059783","0.6059783","0.6059783","0.6059783","0.6026411","0.6026411","0.6045752","0.6045752","0.6101365","0.6131579","0.25","0.25","0.25","0.25","0.22527472527472528","0.22527472527472528","0.22527472527472528","0.20476190476190476","0.20476190476190476","0.20476190476190476","0.19166666666666668","0.19166666666666668","0.19166666666666668","0.19166666666666668","0.19166666666666668","0.1801470588235294","0.1801470588235294","0.16666666666666666","0.16666666666666666","0.15789473684210525","0.15","3.0","3.0","3.0","3.0","2.9285714285714284","2.9285714285714284","2.9285714285714284","2.8666666666666667","2.8666666666666667","2.8666666666666667","2.875","2.875","2.875","2.875","2.875","2.8823529411764706","2.8823529411764706","2.8333333333333335","2.8333333333333335","2.8421052631578947","2.85"
