"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS"
"11","4.0","2.0","8.0","0.125","0.0625","4.0","5.0","20.0","0.125","0.15625","5.0","1.0","5.0","0.15625","0.03125","6.0","2.0","12.0","0.1875","0.0625","7.0","3.0","21.0","0.21875","0.09375","4.0","3.0","12.0","0.125","0.09375","6.0","4.0","24.0","0.1875","0.125","3.0","4.0","12.0","0.09375","0.125","7.0","3.0","21.0","0.21875","0.09375","7.0","4.0","28.0","0.21875","0.125","7.0","2.0","14.0","0.21875","0.0625","5.0","3.0","15.0","0.15625","0.09375","7.0","2.0","14.0","0.21875","0.0625","8.0","6.0","48.0","0.25","0.1875","2.0","6.0","12.0","0.0625","0.1875","5.0","2.0","10.0","0.15625","0.0625","3.0","3.0","9.0","0.09375","0.09375","6.0","2.0","12.0","0.1875","0.0625","5.0","3.0","15.0","0.15625","0.09375","5.0","3.0","15.0","0.15625","0.09375","6.0","3.0","18.0","0.1875","0.09375","4.0","2.0","8.0","0.125","0.0625","6.0","5.0","30.0","0.1875","0.15625","5.0","3.0","15.0","0.15625","0.09375","6.0","1.0","6.0","0.1875","0.03125","5.0","0.0","0.0","0.15625","0.0","1.0","29.0","29.0","0.03125","0.90625","1.0","12.0","12.0","0.03125","0.375","1.0","28.0","28.0","0.03125","0.875","2.0","1.0","2.0","0.0625","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","1.0","2.0","0.0625","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","4.0","2.0","8.0","0.125","0.0625","4.0","5.0","20.0","0.125","0.15625","5.0","1.0","5.0","0.15625","0.03125","6.0","2.0","12.0","0.1875","0.0625","7.0","3.0","21.0","0.21875","0.09375","4.0","3.0","12.0","0.125","0.09375","6.0","4.0","24.0","0.1875","0.125","3.0","4.0","12.0","0.09375","0.125","7.0","3.0","21.0","0.21875","0.09375","7.0","4.0","28.0","0.21875","0.125","7.0","2.0","14.0","0.21875","0.0625","5.0","3.0","15.0","0.15625","0.09375","7.0","2.0","14.0","0.21875","0.0625","8.0","6.0","48.0","0.25","0.1875","2.0","6.0","12.0","0.0625","0.1875","5.0","2.0","10.0","0.15625","0.0625","3.0","3.0","9.0","0.09375","0.09375","6.0","2.0","12.0","0.1875","0.0625","5.0","3.0","15.0","0.15625","0.09375","5.0","3.0","15.0","0.15625","0.09375","6.0","3.0","18.0","0.1875","0.09375","4.0","2.0","8.0","0.125","0.0625","6.0","5.0","30.0","0.1875","0.15625","5.0","3.0","15.0","0.15625","0.09375","6.0","1.0","6.0","0.1875","0.03125","5.0","0.0","0.0","0.15625","0.0","1.0","29.0","29.0","0.03125","0.90625","1.0","12.0","12.0","0.03125","0.375","1.0","28.0","28.0","0.03125","0.875","2.0","1.0","2.0","0.0625","0.03125","4.0","1.0","4.0","0.125","0.03125","2.0","1.0","2.0","0.0625","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","5.0","20.0","0.11764705882352941","0.14705882352941177","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","6.0","4.0","24.0","0.17647058823529413","0.11764705882352941","3.0","5.0","15.0","0.08823529411764706","0.14705882352941177","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","7.0","4.0","28.0","0.20588235294117646","0.11764705882352941","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","7.0","2.0","14.0","0.20588235294117646","0.058823529411764705","8.0","6.0","48.0","0.23529411764705882","0.17647058823529413","2.0","6.0","12.0","0.058823529411764705","0.17647058823529413","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","6.0","5.0","30.0","0.17647058823529413","0.14705882352941177","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","7.0","0.0","0.0","0.20588235294117646","0.0","1.0","31.0","31.0","0.029411764705882353","0.9117647058823529","1.0","13.0","13.0","0.029411764705882353","0.38235294117647056","1.0","29.0","29.0","0.029411764705882353","0.8529411764705882","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","5.0","20.0","0.11428571428571428","0.14285714285714285","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","7.0","3.0","21.0","0.2","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","6.0","4.0","24.0","0.17142857142857143","0.11428571428571428","3.0","5.0","15.0","0.08571428571428572","0.14285714285714285","7.0","3.0","21.0","0.2","0.08571428571428572","7.0","4.0","28.0","0.2","0.11428571428571428","7.0","3.0","21.0","0.2","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","7.0","2.0","14.0","0.2","0.05714285714285714","8.0","6.0","48.0","0.22857142857142856","0.17142857142857143","2.0","6.0","12.0","0.05714285714285714","0.17142857142857143","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","6.0","5.0","30.0","0.17142857142857143","0.14285714285714285","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","7.0","0.0","0.0","0.2","0.0","1.0","32.0","32.0","0.02857142857142857","0.9142857142857143","1.0","14.0","14.0","0.02857142857142857","0.4","1.0","30.0","30.0","0.02857142857142857","0.8571428571428571","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","5.0","20.0","0.11428571428571428","0.14285714285714285","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","7.0","3.0","21.0","0.2","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","6.0","4.0","24.0","0.17142857142857143","0.11428571428571428","3.0","5.0","15.0","0.08571428571428572","0.14285714285714285","7.0","3.0","21.0","0.2","0.08571428571428572","7.0","4.0","28.0","0.2","0.11428571428571428","7.0","3.0","21.0","0.2","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","7.0","2.0","14.0","0.2","0.05714285714285714","8.0","6.0","48.0","0.22857142857142856","0.17142857142857143","2.0","6.0","12.0","0.05714285714285714","0.17142857142857143","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","6.0","5.0","30.0","0.17142857142857143","0.14285714285714285","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","7.0","0.0","0.0","0.2","0.0","1.0","32.0","32.0","0.02857142857142857","0.9142857142857143","1.0","14.0","14.0","0.02857142857142857","0.4","1.0","30.0","30.0","0.02857142857142857","0.8571428571428571","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","6.0","4.0","24.0","0.16216216216216217","0.10810810810810811","3.0","5.0","15.0","0.08108108108108109","0.13513513513513514","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","7.0","4.0","28.0","0.1891891891891892","0.10810810810810811","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","7.0","2.0","14.0","0.1891891891891892","0.05405405405405406","8.0","6.0","48.0","0.21621621621621623","0.16216216216216217","2.0","6.0","12.0","0.05405405405405406","0.16216216216216217","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","6.0","3.0","18.0","0.16216216216216217","0.08108108108108109","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","6.0","3.0","18.0","0.16216216216216217","0.08108108108108109","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","6.0","5.0","30.0","0.16216216216216217","0.13513513513513514","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","7.0","0.0","0.0","0.1891891891891892","0.0","1.0","34.0","34.0","0.02702702702702703","0.918918918918919","1.0","16.0","16.0","0.02702702702702703","0.43243243243243246","1.0","32.0","32.0","0.02702702702702703","0.8648648648648649","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","6.0","4.0","24.0","0.16216216216216217","0.10810810810810811","3.0","5.0","15.0","0.08108108108108109","0.13513513513513514","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","7.0","4.0","28.0","0.1891891891891892","0.10810810810810811","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","7.0","2.0","14.0","0.1891891891891892","0.05405405405405406","8.0","6.0","48.0","0.21621621621621623","0.16216216216216217","2.0","6.0","12.0","0.05405405405405406","0.16216216216216217","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","6.0","3.0","18.0","0.16216216216216217","0.08108108108108109","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","6.0","3.0","18.0","0.16216216216216217","0.08108108108108109","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","6.0","5.0","30.0","0.16216216216216217","0.13513513513513514","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","7.0","0.0","0.0","0.1891891891891892","0.0","1.0","34.0","34.0","0.02702702702702703","0.918918918918919","1.0","16.0","16.0","0.02702702702702703","0.43243243243243246","1.0","32.0","32.0","0.02702702702702703","0.8648648648648649","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","4.0","5.0","20.0","0.10526315789473684","0.13157894736842105","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","7.0","3.0","21.0","0.18421052631578946","0.07894736842105263","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","6.0","4.0","24.0","0.15789473684210525","0.10526315789473684","3.0","5.0","15.0","0.07894736842105263","0.13157894736842105","7.0","3.0","21.0","0.18421052631578946","0.07894736842105263","7.0","4.0","28.0","0.18421052631578946","0.10526315789473684","7.0","3.0","21.0","0.18421052631578946","0.07894736842105263","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","8.0","6.0","48.0","0.21052631578947367","0.15789473684210525","2.0","6.0","12.0","0.05263157894736842","0.15789473684210525","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","6.0","3.0","18.0","0.15789473684210525","0.07894736842105263","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","6.0","3.0","18.0","0.15789473684210525","0.07894736842105263","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","6.0","5.0","30.0","0.15789473684210525","0.13157894736842105","6.0","3.0","18.0","0.15789473684210525","0.07894736842105263","6.0","1.0","6.0","0.15789473684210525","0.02631578947368421","7.0","0.0","0.0","0.18421052631578946","0.0","1.0","35.0","35.0","0.02631578947368421","0.9210526315789473","1.0","17.0","17.0","0.02631578947368421","0.4473684210526316","1.0","33.0","33.0","0.02631578947368421","0.868421052631579","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","4.0","5.0","20.0","0.10526315789473684","0.13157894736842105","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","7.0","3.0","21.0","0.18421052631578946","0.07894736842105263","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","6.0","4.0","24.0","0.15789473684210525","0.10526315789473684","3.0","5.0","15.0","0.07894736842105263","0.13157894736842105","7.0","3.0","21.0","0.18421052631578946","0.07894736842105263","7.0","4.0","28.0","0.18421052631578946","0.10526315789473684","7.0","3.0","21.0","0.18421052631578946","0.07894736842105263","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","7.0","2.0","14.0","0.18421052631578946","0.05263157894736842","8.0","6.0","48.0","0.21052631578947367","0.15789473684210525","2.0","6.0","12.0","0.05263157894736842","0.15789473684210525","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","6.0","3.0","18.0","0.15789473684210525","0.07894736842105263","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","6.0","3.0","18.0","0.15789473684210525","0.07894736842105263","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","6.0","5.0","30.0","0.15789473684210525","0.13157894736842105","6.0","3.0","18.0","0.15789473684210525","0.07894736842105263","6.0","1.0","6.0","0.15789473684210525","0.02631578947368421","7.0","0.0","0.0","0.18421052631578946","0.0","1.0","35.0","35.0","0.02631578947368421","0.9210526315789473","1.0","17.0","17.0","0.02631578947368421","0.4473684210526316","1.0","33.0","33.0","0.02631578947368421","0.868421052631579","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","4.0","5.0","20.0","0.10256410256410256","0.1282051282051282","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","6.0","2.0","12.0","0.15384615384615385","0.05128205128205128","7.0","3.0","21.0","0.1794871794871795","0.07692307692307693","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","6.0","4.0","24.0","0.15384615384615385","0.10256410256410256","3.0","5.0","15.0","0.07692307692307693","0.1282051282051282","7.0","3.0","21.0","0.1794871794871795","0.07692307692307693","7.0","4.0","28.0","0.1794871794871795","0.10256410256410256","7.0","3.0","21.0","0.1794871794871795","0.07692307692307693","5.0","3.0","15.0","0.1282051282051282","0.07692307692307693","7.0","2.0","14.0","0.1794871794871795","0.05128205128205128","8.0","6.0","48.0","0.20512820512820512","0.15384615384615385","2.0","6.0","12.0","0.05128205128205128","0.15384615384615385","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","6.0","2.0","12.0","0.15384615384615385","0.05128205128205128","6.0","3.0","18.0","0.15384615384615385","0.07692307692307693","5.0","3.0","15.0","0.1282051282051282","0.07692307692307693","6.0","3.0","18.0","0.15384615384615385","0.07692307692307693","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","6.0","5.0","30.0","0.15384615384615385","0.1282051282051282","6.0","3.0","18.0","0.15384615384615385","0.07692307692307693","6.0","1.0","6.0","0.15384615384615385","0.02564102564102564","7.0","0.0","0.0","0.1794871794871795","0.0","1.0","36.0","36.0","0.02564102564102564","0.9230769230769231","1.0","18.0","18.0","0.02564102564102564","0.46153846153846156","1.0","33.0","33.0","0.02564102564102564","0.8461538461538461","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
